date,5. volume,4. close,2. high,1. open,3. low
2018-11-12 09:31:00,0.0,10.16,10.16,10.16,10.16
2018-11-12 09:36:00,950.0,10.4435,10.4435,10.4435,10.4435
2018-11-12 09:41:00,304.0,10.1842,10.1842,10.1842,10.1842
2018-11-12 09:47:00,100.0,10.1401,10.1401,10.1401,10.1401
2018-11-12 09:54:00,2414.0,10.15,10.16,10.16,10.15
2018-11-12 09:59:00,1244.0,10.05,10.05,10.05,10.05
2018-11-12 10:06:00,3629.0,10.0123,10.0123,10.0123,10.0123
2018-11-12 10:08:00,5100.0,10.04,10.04,10.04,10.04
2018-11-12 10:14:00,551.0,10.09,10.09,10.09,10.09
2018-11-12 10:21:00,450.0,10.04,10.04,10.04,10.04
2018-11-12 10:27:00,200.0,10.03,10.03,10.03,10.03
2018-11-12 10:30:00,800.0,10.09,10.09,10.0697,10.0697
2018-11-12 10:35:00,549.0,10.0595,10.0595,10.0595,10.0595
2018-11-12 10:37:00,201.0,10.09,10.09,10.09,10.09
2018-11-12 10:38:00,102.0,10.08,10.08,10.08,10.08
2018-11-12 10:43:00,3726.0,10.14,10.14,10.09,10.09
2018-11-12 10:46:00,4057.0,10.27,10.27,10.27,10.27
2018-11-12 10:49:00,301.0,10.33,10.33,10.33,10.33
2018-11-12 10:52:00,202.0,10.37,10.37,10.37,10.37
2018-11-12 10:54:00,300.0,10.27,10.27,10.27,10.27
2018-11-12 10:55:00,602.0,10.36,10.36,10.36,10.36
2018-11-12 11:02:00,4956.0,10.1077,10.12,10.12,10.1077
2018-11-12 11:04:00,503.0,10.2,10.2,10.2,10.2
2018-11-12 11:07:00,400.0,10.1706,10.1706,10.1706,10.1706
2018-11-12 11:09:00,101.0,10.24,10.24,10.24,10.24
2018-11-12 11:10:00,200.0,10.27,10.27,10.27,10.27
2018-11-12 11:12:00,303.0,10.21,10.21,10.21,10.21
2018-11-12 11:19:00,500.0,10.0899,10.0899,10.0899,10.0899
2018-11-12 11:20:00,201.0,10.1,10.1,10.1,10.1
2018-11-12 11:24:00,810.0,10.17,10.17,10.17,10.17
2018-11-12 11:26:00,293.0,10.19,10.19,10.19,10.19
2018-11-12 11:31:00,1702.0,10.17,10.17,10.17,10.17
2018-11-12 11:35:00,300.0,10.21,10.21,10.21,10.21
2018-11-12 11:38:00,501.0,10.315,10.315,10.315,10.315
2018-11-12 11:41:00,502.0,10.39,10.39,10.33,10.33
2018-11-12 11:43:00,101.0,10.3975,10.3975,10.3975,10.3975
2018-11-12 11:47:00,701.0,10.41,10.41,10.41,10.41
2018-11-12 11:51:00,201.0,10.3932,10.3932,10.3932,10.3932
2018-11-12 11:56:00,101.0,10.37,10.37,10.37,10.37
2018-11-12 11:58:00,201.0,10.39,10.39,10.39,10.39
2018-11-12 12:01:00,823.0,10.52,10.52,10.52,10.52
2018-11-12 12:05:00,2988.0,10.59,10.59,10.59,10.59
2018-11-12 12:07:00,1201.0,10.66,10.66,10.66,10.66
2018-11-12 12:13:00,4510.0,10.6253,10.63,10.63,10.6253
2018-11-12 12:17:00,901.0,10.58,10.58,10.58,10.58
2018-11-12 12:18:00,1654.0,10.65,10.65,10.65,10.65
2018-11-12 12:22:00,300.0,10.63,10.63,10.63,10.63
2018-11-12 12:24:00,301.0,10.61,10.61,10.61,10.61
2018-11-12 12:26:00,1500.0,10.6438,10.6438,10.6438,10.6438
2018-11-12 12:27:00,701.0,10.66,10.66,10.66,10.66
2018-11-12 12:28:00,201.0,10.6493,10.6493,10.6493,10.6493
2018-11-12 12:30:00,2399.0,10.681,10.681,10.681,10.681
2018-11-12 12:31:00,2701.0,10.71,10.71,10.71,10.71
2018-11-12 12:33:00,1002.0,10.7661,10.7661,10.7661,10.7661
2018-11-12 12:34:00,3700.0,10.82,10.82,10.7475,10.7475
2018-11-12 12:35:00,1302.0,10.8089,10.8089,10.8089,10.8089
2018-11-12 12:36:00,1599.0,10.86,10.86,10.86,10.86
2018-11-12 12:40:00,101.0,10.89,10.89,10.89,10.89
2018-11-12 12:41:00,501.0,10.9385,10.9385,10.9385,10.9385
2018-11-12 12:43:00,100.0,10.84,10.84,10.84,10.84
2018-11-12 12:44:00,203.0,10.86,10.86,10.86,10.86
2018-11-12 12:46:00,201.0,10.81,10.81,10.81,10.81
2018-11-12 12:49:00,304.0,10.81,10.81,10.81,10.81
2018-11-12 12:53:00,100.0,10.78,10.78,10.78,10.78
2018-11-12 12:55:00,588.0,10.74,10.74,10.74,10.74
2018-11-12 12:58:00,200.0,10.735,10.735,10.735,10.735
2018-11-12 12:59:00,200.0,10.7265,10.7265,10.7265,10.7265
2018-11-12 13:04:00,945.0,10.75,10.75,10.735,10.735
2018-11-12 13:10:00,1140.0,10.75,10.75,10.75,10.75
2018-11-12 13:12:00,999.0,10.7239,10.7239,10.7239,10.7239
2018-11-12 13:15:00,2300.0,10.73,10.73,10.725,10.725
2018-11-12 13:16:00,1603.0,10.7,10.7,10.7,10.7
2018-11-12 13:18:00,704.0,10.7,10.7,10.7,10.7
2018-11-12 13:19:00,306.0,10.68,10.68,10.68,10.68
2018-11-12 13:24:00,100.0,10.64,10.64,10.64,10.64
2018-11-12 13:27:00,404.0,10.6501,10.6501,10.6501,10.6501
2018-11-12 13:29:00,102.0,10.68,10.68,10.68,10.68
2018-11-12 13:34:00,101.0,10.63,10.63,10.63,10.63
2018-11-12 13:35:00,801.0,10.67,10.67,10.67,10.67
2018-11-12 13:41:00,301.0,10.63,10.63,10.63,10.63
2018-11-12 13:44:00,102.0,10.61,10.61,10.61,10.61
2018-11-12 13:47:00,2788.0,10.49,10.57,10.57,10.49
2018-11-12 13:48:00,901.0,10.48,10.48,10.48,10.48
2018-11-12 13:49:00,902.0,10.55,10.55,10.55,10.55
2018-11-12 13:55:00,1364.0,10.52,10.52,10.52,10.52
2018-11-12 13:59:00,256.0,10.5,10.5,10.5,10.5
2018-11-12 14:09:00,4404.0,10.61,10.6299,10.57,10.57
2018-11-12 14:11:00,204.0,10.62,10.62,10.62,10.62
2018-11-12 14:14:00,201.0,10.65,10.65,10.65,10.65
2018-11-12 14:16:00,101.0,10.625,10.625,10.625,10.625
2018-11-12 14:19:00,201.0,10.62,10.62,10.62,10.62
2018-11-12 14:23:00,2204.0,10.7,10.7,10.7,10.7
2018-11-12 14:27:00,501.0,10.67,10.67,10.67,10.67
2018-11-12 14:30:00,317.0,10.62,10.62,10.62,10.62
2018-11-12 14:31:00,303.0,10.61,10.61,10.61,10.61
2018-11-12 14:36:00,788.0,10.59,10.59,10.59,10.59
2018-11-12 14:39:00,5479.0,10.64,10.64,10.58,10.58
2018-11-12 14:42:00,904.0,10.65,10.69,10.69,10.65
2018-11-12 14:47:00,2689.0,10.64,10.64,10.64,10.64
2018-11-12 14:52:00,1601.0,10.6562,10.6562,10.6562,10.6562
2018-11-12 14:53:00,1110.0,10.77,10.77,10.77,10.77
2018-11-12 14:55:00,201.0,10.66,10.66,10.66,10.66
2018-11-12 14:57:00,657.0,10.75,10.75,10.75,10.75
2018-11-12 14:58:00,901.0,10.704,10.704,10.704,10.704
2018-11-12 15:02:00,732.0,10.68,10.68,10.68,10.68
2018-11-12 15:03:00,401.0,10.76,10.76,10.76,10.76
2018-11-12 15:05:00,1127.0,10.78,10.78,10.78,10.78
2018-11-12 15:11:00,969.0,10.65,10.65,10.65,10.65
2018-11-12 15:12:00,1347.0,10.69,10.69,10.69,10.69
2018-11-12 15:13:00,1713.0,10.6858,10.6858,10.6858,10.6858
2018-11-12 15:14:00,5553.0,10.66,10.66,10.6318,10.6318
2018-11-12 15:17:00,1601.0,10.62,10.62,10.62,10.62
2018-11-12 15:20:00,513.0,10.61,10.61,10.61,10.61
2018-11-12 15:21:00,600.0,10.65,10.65,10.65,10.65
2018-11-12 15:24:00,400.0,10.67,10.67,10.67,10.67
2018-11-12 15:28:00,401.0,10.72,10.72,10.72,10.72
2018-11-12 15:30:00,850.0,10.7201,10.7201,10.7201,10.7201
2018-11-12 15:31:00,951.0,10.72,10.72,10.72,10.72
2018-11-12 15:34:00,700.0,10.74,10.74,10.74,10.74
2018-11-12 15:35:00,1801.0,10.76,10.76,10.76,10.76
2018-11-12 15:37:00,1267.0,10.72,10.72,10.72,10.72
2018-11-12 15:38:00,1401.0,10.71,10.71,10.71,10.71
2018-11-12 15:41:00,1201.0,10.7,10.73,10.73,10.7
2018-11-12 15:43:00,1902.0,10.7,10.7,10.7,10.7
2018-11-12 15:45:00,1052.0,10.69,10.69,10.69,10.69
2018-11-12 15:46:00,900.0,10.69,10.69,10.69,10.69
2018-11-12 15:47:00,300.0,10.69,10.69,10.69,10.69
2018-11-12 15:50:00,1606.0,10.68,10.68,10.68,10.68
2018-11-12 15:51:00,800.0,10.69,10.69,10.69,10.69
2018-11-12 15:52:00,801.0,10.67,10.67,10.67,10.67
2018-11-12 15:53:00,1400.0,10.68,10.68,10.68,10.68
2018-11-12 15:54:00,2201.0,10.66,10.66,10.66,10.66
2018-11-12 15:55:00,941.0,10.69,10.69,10.69,10.69
2018-11-12 15:56:00,1550.0,10.66,10.66,10.66,10.66
2018-11-12 15:57:00,1292.0,10.68,10.68,10.68,10.68
2018-11-12 15:58:00,1362.0,10.675,10.675,10.675,10.675
2018-11-12 15:59:00,5696.0,10.7,10.7,10.7,10.7
2018-11-12 16:00:00,9915.0,10.72,10.72,10.71,10.71
2018-11-13 09:33:00,0.0,10.6,10.6,10.6,10.6
2018-11-13 09:38:00,1410.0,10.7875,10.7875,10.7875,10.7875
2018-11-13 09:45:00,2689.0,10.72,10.72,10.72,10.72
2018-11-13 09:48:00,1110.0,10.84,10.84,10.84,10.84
2018-11-13 09:51:00,1510.0,10.8,10.8,10.8,10.8
2018-11-13 09:52:00,200.0,10.86,10.86,10.86,10.86
2018-11-13 09:57:00,200.0,10.845,10.845,10.845,10.845
2018-11-13 10:00:00,200.0,10.8,10.8,10.8,10.8
2018-11-13 10:02:00,1700.0,10.77,10.77,10.77,10.77
2018-11-13 10:03:00,5500.0,10.8,10.8,10.8,10.8
2018-11-13 10:04:00,1339.0,10.81,10.81,10.81,10.81
2018-11-13 10:06:00,125.0,10.78,10.78,10.78,10.78
2018-11-13 10:08:00,800.0,10.85,10.85,10.85,10.85
2018-11-13 10:11:00,120.0,10.86,10.86,10.86,10.86
2018-11-13 10:19:00,1509.0,10.92,10.92,10.92,10.92
2018-11-13 10:28:00,1001.0,10.85,10.85,10.85,10.85
2018-11-13 10:29:00,140.0,10.77,10.77,10.77,10.77
2018-11-13 10:34:00,101.0,10.84,10.84,10.84,10.84
2018-11-13 10:40:00,2199.0,10.88,10.88,10.88,10.88
2018-11-13 10:41:00,1023.0,10.89,10.89,10.89,10.89
2018-11-13 10:43:00,900.0,10.875,10.875,10.875,10.875
2018-11-13 10:45:00,526.0,10.77,10.77,10.77,10.77
2018-11-13 10:50:00,200.0,10.82,10.82,10.82,10.82
2018-11-13 10:51:00,100.0,10.77,10.77,10.77,10.77
2018-11-13 10:52:00,303.0,10.76,10.76,10.76,10.76
2018-11-13 11:00:00,705.0,10.78,10.78,10.78,10.78
2018-11-13 11:04:00,100.0,10.855,10.855,10.855,10.855
2018-11-13 11:06:00,301.0,10.865,10.865,10.865,10.865
2018-11-13 11:10:00,100.0,10.865,10.865,10.865,10.865
2018-11-13 11:12:00,3402.0,10.82,10.8687,10.8687,10.81
2018-11-13 11:15:00,1303.0,10.875,10.875,10.875,10.875
2018-11-13 11:18:00,501.0,10.86,10.86,10.86,10.86
2018-11-13 11:19:00,200.0,10.83,10.83,10.83,10.83
2018-11-13 11:22:00,2900.0,10.846,10.88,10.88,10.846
2018-11-13 11:25:00,100.0,10.84,10.84,10.84,10.84
2018-11-13 11:30:00,700.0,10.88,10.88,10.88,10.88
2018-11-13 11:37:00,500.0,10.84,10.84,10.84,10.84
2018-11-13 11:40:00,833.0,10.778,10.778,10.778,10.778
2018-11-13 11:43:00,821.0,10.77,10.77,10.77,10.77
2018-11-13 11:50:00,582.0,10.825,10.825,10.825,10.825
2018-11-13 11:55:00,608.0,10.79,10.79,10.79,10.79
2018-11-13 11:59:00,600.0,10.77,10.77,10.77,10.77
2018-11-13 12:08:00,100.0,10.76,10.76,10.76,10.76
2018-11-13 12:11:00,601.0,10.7211,10.7211,10.7211,10.7211
2018-11-13 12:13:00,380.0,10.7594,10.7594,10.7594,10.7594
2018-11-13 12:14:00,100.0,10.72,10.72,10.72,10.72
2018-11-13 12:20:00,100.0,10.72,10.72,10.72,10.72
2018-11-13 12:27:00,200.0,10.74,10.74,10.74,10.74
2018-11-13 12:33:00,500.0,10.66,10.66,10.66,10.66
2018-11-13 12:34:00,100.0,10.66,10.66,10.66,10.66
2018-11-13 12:42:00,400.0,10.6,10.6,10.6,10.6
2018-11-13 12:43:00,777.0,10.61,10.61,10.61,10.61
2018-11-13 12:44:00,103.0,10.61,10.61,10.61,10.61
2018-11-13 12:51:00,900.0,10.67,10.67,10.67,10.67
2018-11-13 13:06:00,700.0,10.71,10.71,10.71,10.71
2018-11-13 13:14:00,110.0,10.65,10.65,10.65,10.65
2018-11-13 13:19:00,100.0,10.62,10.62,10.62,10.62
2018-11-13 13:22:00,100.0,10.63,10.63,10.63,10.63
2018-11-13 13:24:00,568.0,10.62,10.62,10.62,10.62
2018-11-13 13:27:00,682.0,10.62,10.62,10.62,10.62
2018-11-13 13:29:00,5675.0,10.6,10.61,10.61,10.6
2018-11-13 13:33:00,250.0,10.65,10.65,10.65,10.65
2018-11-13 13:36:00,400.0,10.6,10.6,10.6,10.6
2018-11-13 13:39:00,400.0,10.64,10.64,10.64,10.64
2018-11-13 13:40:00,1336.0,10.652,10.652,10.652,10.652
2018-11-13 13:46:00,300.0,10.611,10.62,10.62,10.611
2018-11-13 13:50:00,1100.0,10.62,10.62,10.62,10.62
2018-11-13 13:53:00,100.0,10.61,10.61,10.61,10.61
2018-11-13 14:02:00,100.0,10.635,10.635,10.635,10.635
2018-11-13 14:05:00,1050.0,10.69,10.69,10.69,10.69
2018-11-13 14:15:00,100.0,10.675,10.675,10.675,10.675
2018-11-13 14:18:00,100.0,10.65,10.65,10.65,10.65
2018-11-13 14:19:00,820.0,10.62,10.62,10.62,10.62
2018-11-13 14:29:00,400.0,10.62,10.62,10.62,10.62
2018-11-13 14:30:00,1300.0,10.62,10.62,10.62,10.62
2018-11-13 14:32:00,1000.0,10.62,10.62,10.62,10.62
2018-11-13 14:34:00,600.0,10.61,10.61,10.61,10.61
2018-11-13 14:38:00,300.0,10.63,10.63,10.63,10.63
2018-11-13 14:44:00,1500.0,10.6,10.6,10.6,10.6
2018-11-13 14:46:00,100.0,10.6,10.6,10.6,10.6
2018-11-13 14:47:00,7825.0,10.57,10.57,10.57,10.57
2018-11-13 14:48:00,300.0,10.57,10.57,10.57,10.57
2018-11-13 14:49:00,300.0,10.59,10.59,10.59,10.59
2018-11-13 14:54:00,505.0,10.6,10.6,10.6,10.6
2018-11-13 14:56:00,650.0,10.6138,10.6138,10.6138,10.6138
2018-11-13 14:58:00,200.0,10.59,10.59,10.59,10.59
2018-11-13 15:01:00,848.0,10.53,10.53,10.53,10.53
2018-11-13 15:02:00,1900.0,10.5978,10.5978,10.5978,10.5978
2018-11-13 15:07:00,100.0,10.59,10.59,10.59,10.59
2018-11-13 15:10:00,100.0,10.59,10.59,10.59,10.59
2018-11-13 15:18:00,11195.0,10.4709,10.5457,10.5457,10.4709
2018-11-13 15:19:00,4195.0,10.55,10.55,10.47,10.47
2018-11-13 15:25:00,402.0,10.53,10.53,10.53,10.53
2018-11-13 15:29:00,107.0,10.57,10.57,10.57,10.57
2018-11-13 15:31:00,1035.0,10.52,10.52,10.52,10.52
2018-11-13 15:37:00,8180.0,10.4412,10.46,10.4,10.4
2018-11-13 15:39:00,2100.0,10.5,10.5,10.5,10.5
2018-11-13 15:40:00,2009.0,10.518,10.518,10.518,10.518
2018-11-13 15:43:00,200.0,10.49,10.49,10.49,10.49
2018-11-13 15:46:00,730.0,10.51,10.51,10.51,10.51
2018-11-13 15:48:00,100.0,10.5,10.5,10.5,10.5
2018-11-13 15:50:00,437.0,10.54,10.54,10.54,10.54
2018-11-13 15:51:00,893.0,10.52,10.52,10.52,10.52
2018-11-13 15:53:00,319.0,10.49,10.49,10.49,10.49
2018-11-13 15:54:00,401.0,10.49,10.49,10.49,10.49
2018-11-13 15:55:00,901.0,10.48,10.48,10.48,10.48
2018-11-13 15:56:00,1049.0,10.44,10.44,10.44,10.44
2018-11-13 15:57:00,913.0,10.44,10.44,10.44,10.44
2018-11-13 15:58:00,1000.0,10.433,10.433,10.433,10.433
2018-11-13 15:59:00,2435.0,10.45,10.45,10.45,10.45
2018-11-13 16:00:00,1960.0,10.44,10.44,10.44,10.44
2018-11-14 09:31:00,0.0,10.49,10.49,10.49,10.49
2018-11-14 09:37:00,878.0,10.65,10.65,10.65,10.65
2018-11-14 09:42:00,1100.0,10.77,10.77,10.77,10.77
2018-11-14 09:44:00,1037.0,10.735,10.735,10.735,10.735
2018-11-14 09:47:00,904.0,10.71,10.71,10.71,10.71
2018-11-14 09:49:00,3800.0,10.68,10.68,10.68,10.68
2018-11-14 09:50:00,110.0,10.67,10.67,10.67,10.67
2018-11-14 09:53:00,100.0,10.68,10.68,10.68,10.68
2018-11-14 09:54:00,1005.0,10.64,10.64,10.64,10.64
2018-11-14 09:55:00,413.0,10.61,10.61,10.61,10.61
2018-11-14 10:05:00,1275.0,10.46,10.46,10.46,10.46
2018-11-14 10:08:00,2991.0,10.4801,10.4801,10.4801,10.4801
2018-11-14 10:09:00,529.0,10.48,10.48,10.48,10.48
2018-11-14 10:14:00,1000.0,10.48,10.48,10.48,10.48
2018-11-14 10:15:00,3090.0,10.4,10.4,10.4,10.4
2018-11-14 10:26:00,440.0,10.38,10.38,10.38,10.38
2018-11-14 10:29:00,400.0,10.29,10.29,10.29,10.29
2018-11-14 10:31:00,600.0,10.335,10.335,10.335,10.335
2018-11-14 10:32:00,100.0,10.34,10.34,10.34,10.34
2018-11-14 10:33:00,475.0,10.34,10.34,10.34,10.34
2018-11-14 10:36:00,300.0,10.379,10.379,10.379,10.379
2018-11-14 10:41:00,985.0,10.3,10.32,10.32,10.3
2018-11-14 10:44:00,3535.0,10.25,10.25,10.25,10.25
2018-11-14 10:46:00,2212.0,10.25,10.25,10.25,10.25
2018-11-14 10:51:00,960.0,10.315,10.315,10.315,10.315
2018-11-14 10:54:00,200.0,10.35,10.35,10.35,10.35
2018-11-14 10:57:00,100.0,10.31,10.31,10.31,10.31
2018-11-14 11:01:00,519.0,10.28,10.28,10.28,10.28
2018-11-14 11:06:00,250.0,10.2289,10.2289,10.2289,10.2289
2018-11-14 11:13:00,858.0,10.23,10.23,10.23,10.23
2018-11-14 11:18:00,1439.0,10.28,10.28,10.28,10.28
2018-11-14 11:19:00,478.0,10.31,10.31,10.31,10.31
2018-11-14 11:23:00,100.0,10.35,10.35,10.35,10.35
2018-11-14 11:27:00,400.0,10.285,10.285,10.285,10.285
2018-11-14 11:30:00,710.0,10.2401,10.25,10.25,10.2401
2018-11-14 11:32:00,7637.0,10.29,10.29,10.29,10.29
2018-11-14 11:36:00,100.0,10.3,10.3,10.3,10.3
2018-11-14 11:38:00,3767.0,10.325,10.325,10.325,10.325
2018-11-14 11:40:00,200.0,10.35,10.35,10.35,10.35
2018-11-14 11:42:00,500.0,10.325,10.325,10.325,10.325
2018-11-14 11:44:00,200.0,10.34,10.34,10.34,10.34
2018-11-14 11:45:00,200.0,10.37,10.37,10.37,10.37
2018-11-14 11:48:00,500.0,10.42,10.42,10.42,10.42
2018-11-14 11:49:00,210.0,10.41,10.41,10.41,10.41
2018-11-14 11:51:00,420.0,10.37,10.37,10.37,10.37
2018-11-14 11:55:00,200.0,10.375,10.375,10.375,10.375
2018-11-14 12:00:00,100.0,10.36,10.36,10.36,10.36
2018-11-14 12:03:00,100.0,10.36,10.36,10.36,10.36
2018-11-14 12:05:00,100.0,10.36,10.36,10.36,10.36
2018-11-14 12:06:00,435.0,10.34,10.34,10.34,10.34
2018-11-14 12:11:00,3005.0,10.35,10.35,10.35,10.35
2018-11-14 12:12:00,900.0,10.38,10.38,10.38,10.38
2018-11-14 12:18:00,155.0,10.4,10.4,10.4,10.4
2018-11-14 12:20:00,1525.0,10.42,10.42,10.42,10.42
2018-11-14 12:21:00,155.0,10.46,10.46,10.46,10.46
2018-11-14 12:23:00,1082.0,10.44,10.44,10.44,10.44
2018-11-14 12:31:00,325.0,10.44,10.44,10.44,10.44
2018-11-14 12:37:00,268.0,10.39,10.39,10.39,10.39
2018-11-14 12:41:00,341.0,10.34,10.34,10.34,10.34
2018-11-14 12:44:00,339.0,10.34,10.34,10.34,10.34
2018-11-14 12:49:00,230.0,10.29,10.29,10.29,10.29
2018-11-14 12:52:00,200.0,10.32,10.32,10.32,10.32
2018-11-14 12:56:00,305.0,10.3339,10.3339,10.3339,10.3339
2018-11-14 12:57:00,165.0,10.32,10.32,10.32,10.32
2018-11-14 13:00:00,100.0,10.31,10.31,10.31,10.31
2018-11-14 13:06:00,200.0,10.3,10.3,10.2812,10.2812
2018-11-14 13:11:00,105.0,10.3,10.3,10.3,10.3
2018-11-14 13:13:00,310.0,10.23,10.23,10.23,10.23
2018-11-14 13:14:00,100.0,10.23,10.23,10.23,10.23
2018-11-14 13:17:00,2600.0,10.29,10.29,10.29,10.29
2018-11-14 13:20:00,100.0,10.295,10.295,10.295,10.295
2018-11-14 13:23:00,665.0,10.26,10.26,10.26,10.26
2018-11-14 13:27:00,100.0,10.23,10.23,10.23,10.23
2018-11-14 13:31:00,700.0,10.2251,10.2251,10.2251,10.2251
2018-11-14 13:35:00,200.0,10.19,10.19,10.19,10.19
2018-11-14 13:41:00,615.0,10.2,10.2,10.2,10.2
2018-11-14 13:44:00,300.0,10.18,10.18,10.18,10.18
2018-11-14 13:45:00,112.0,10.18,10.18,10.18,10.18
2018-11-14 13:51:00,100.0,10.16,10.16,10.16,10.16
2018-11-14 13:52:00,2766.0,10.19,10.19,10.19,10.19
2018-11-14 13:53:00,410.0,10.18,10.18,10.18,10.18
2018-11-14 13:56:00,1971.0,10.18,10.18,10.18,10.18
